epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,327.193,0.55796,1.76681,1.01086,0.39796,0.75,0.55433,0.50137,0.46503,2.88791,1.06935,0.00125923,0.00125923,0.00125923
14,351.021,0.60853,1.71444,1.06213,0.60686,0.46777,0.55442,0.42668,0.47433,2.79216,1.05227,0.00124509,0.00124509,0.00124509
15,374.308,0.54648,1.62628,1.02663,0.75363,0.74348,0.6925,0.54762,0.4551,2.75304,1.0815,0.00123094,0.00123094,0.00123094
16,398.158,0.55818,1.58359,0.9991,0.48086,0.875,0.60667,0.55882,0.43252,2.59128,1.03001,0.00121679,0.00121679,0.00121679
17,422,0.57647,1.61365,1.06329,0.10237,0.51949,0.31622,0.29446,0.45871,3.02854,1.07171,0.00120265,0.00120265,0.00120265
18,445.672,0.58256,1.54948,1.03285,0.32186,0.875,0.58375,0.50709,0.46945,2.93982,1.06712,0.0011885,0.0011885,0.0011885
19,469.023,0.56088,1.49869,1.04737,0.69262,0.5,0.50763,0.4095,0.57561,3.15378,1.11427,0.00117435,0.00117435,0.00117435
20,493.817,0.59574,1.5346,1.01384,0.37416,0.625,0.55429,0.41836,0.56338,2.53388,1.10887,0.00116021,0.00116021,0.00116021
21,518.458,0.54727,1.39099,0.99462,0.4623,0.95357,0.73518,0.64861,0.46006,2.25404,1.05001,0.00114606,0.00114606,0.00114606
22,542.965,0.54422,1.39808,1.03596,0.52482,0.92317,0.71431,0.60525,0.62639,2.3501,1.18304,0.00113191,0.00113191,0.00113191
23,566.523,0.51892,1.31574,0.99013,0.67607,0.94811,0.74625,0.68545,0.45161,2.20086,1.02547,0.00111776,0.00111776,0.00111776
24,590.231,0.56294,1.33011,1.02305,0.556,1,0.7875,0.71901,0.45946,2.31057,1.03673,0.00110362,0.00110362,0.00110362
25,613.894,0.56146,1.42448,1.00742,0.5091,1,0.7825,0.72903,0.43217,2.19578,1.01752,0.00108947,0.00108947,0.00108947
26,637.899,0.50549,1.39808,0.98795,0.52388,0.93733,0.79917,0.73177,0.41865,2.13553,1.02229,0.00107532,0.00107532,0.00107532
27,661.775,0.5768,1.31402,1.04472,0.44646,0.91184,0.75393,0.68762,0.45809,2.36097,1.04213,0.00106118,0.00106118,0.00106118
28,685.479,0.52194,1.25177,1.00152,0.39316,0.59115,0.66087,0.58824,0.47735,3.02183,1.04557,0.00104703,0.00104703,0.00104703
29,709.606,0.48026,1.22586,0.95301,0.45425,0.5,0.68944,0.63484,0.43907,2.76392,1.0311,0.00103288,0.00103288,0.00103288
30,733.495,0.55327,1.26682,1.01147,0.56325,0.75,0.85125,0.78343,0.37809,2.12496,0.98557,0.00101873,0.00101873,0.00101873
31,757.526,0.54715,1.23839,1.02184,0.50145,1,0.80333,0.70615,0.37592,2.089,1.00967,0.00100459,0.00100459,0.00100459
32,781.293,0.5213,1.15608,1.01224,0.46269,1,0.8575,0.80575,0.35396,2.07357,1.01291,0.00099044,0.00099044,0.00099044
33,805.074,0.46287,1.09709,0.94718,0.62773,0.96899,0.90846,0.85984,0.38375,2.17696,1.00958,0.000976293,0.000976293,0.000976293
34,829.573,0.52464,1.14752,1.00602,0.63704,0.84023,0.84596,0.79618,0.44965,2.35042,1.05563,0.000962146,0.000962146,0.000962146
35,853.403,0.48506,1.2287,0.98816,0.68753,1,0.9325,0.86558,0.46149,2.03762,1.06556,0.000947999,0.000947999,0.000947999
36,877.269,0.50269,1.13471,0.96902,0.68235,0.92348,0.94143,0.83677,0.50497,2.19535,1.08397,0.000933851,0.000933851,0.000933851
37,901.236,0.46728,1.21906,0.97191,0.70041,0.95838,0.94143,0.84906,0.46106,1.9661,1.05157,0.000919704,0.000919704,0.000919704
38,926.959,0.53533,1.24355,0.9884,0.62264,1,0.9075,0.87328,0.40471,1.66249,1.00646,0.000905557,0.000905557,0.000905557
39,952.971,0.48049,1.06957,0.97313,0.58692,0.96976,0.845,0.77927,0.37082,1.6859,0.96806,0.00089141,0.00089141,0.00089141
40,979.753,0.45505,1.04956,0.97136,0.61755,0.875,0.8325,0.79214,0.36287,1.91635,0.96528,0.000877263,0.000877263,0.000877263
41,1006.58,0.48318,1.11957,0.97599,0.7257,0.85792,0.86306,0.82596,0.34632,2.01168,0.95447,0.000863116,0.000863116,0.000863116
42,1033.27,0.48585,1.14505,1.003,0.71355,0.83665,0.87,0.81019,0.38093,1.77315,0.98256,0.000848969,0.000848969,0.000848969
43,1058.57,0.49019,1.06589,0.96138,0.66932,0.98527,0.92,0.8455,0.47581,1.89347,1.1017,0.000834822,0.000834822,0.000834822
44,1083.29,0.4286,0.95865,0.94728,0.64033,0.74139,0.8825,0.79442,0.4728,2.36227,1.16559,0.000820675,0.000820675,0.000820675
45,1108.81,0.44305,1.00084,0.95258,0.65004,0.70263,0.60902,0.49081,0.50874,2.9591,1.20019,0.000806528,0.000806528,0.000806528
46,1132.84,0.44411,1.09281,0.95453,0.60845,0.625,0.36057,0.29826,0.49432,3.56291,1.15087,0.00079238,0.00079238,0.00079238
47,1156.77,0.4592,1.0712,0.97317,0.62982,0.57986,0.48134,0.39608,0.5024,3.6893,1.10196,0.000778233,0.000778233,0.000778233
48,1180.84,0.48135,1.04167,0.94858,0.65139,0.74144,0.81679,0.74175,0.44049,2.59914,1.00142,0.000764086,0.000764086,0.000764086
49,1205.13,0.46497,1.02978,0.95127,0.89654,0.875,0.91545,0.86325,0.43808,1.41015,1.0092,0.000749939,0.000749939,0.000749939
50,1228.9,0.53023,0.91301,0.97698,0.90497,0.875,0.92556,0.87284,0.40871,1.33432,0.98033,0.000735792,0.000735792,0.000735792
51,1252.68,0.43066,0.93936,0.95631,0.85388,0.80696,0.92556,0.87435,0.38091,1.4568,0.97168,0.000721645,0.000721645,0.000721645
52,1276.47,0.48371,0.93382,0.9996,0.73228,0.8644,0.9325,0.91847,0.36435,1.55982,0.98301,0.000707498,0.000707498,0.000707498
53,1300.23,0.44796,0.89705,0.97213,0.7183,0.95374,0.9325,0.8732,0.37739,1.68317,0.99492,0.000693351,0.000693351,0.000693351
54,1323.9,0.48667,0.99989,0.99081,0.80674,0.79051,0.9325,0.889,0.37838,1.64322,0.9964,0.000679204,0.000679204,0.000679204
55,1347.66,0.48357,0.91799,0.97613,0.69937,0.91921,0.9325,0.89515,0.36851,1.6,0.99656,0.000665057,0.000665057,0.000665057
56,1371.2,0.4913,0.98768,0.97812,0.80813,0.84979,0.9325,0.88881,0.38429,1.64626,1.01949,0.000650909,0.000650909,0.000650909
57,1394.9,0.47686,0.92187,0.99633,0.75158,0.875,0.9325,0.86142,0.41976,1.65877,1.04891,0.000636762,0.000636762,0.000636762
58,1418.43,0.426,0.93969,0.9761,0.69775,0.94145,0.9325,0.86915,0.43172,1.71387,1.07313,0.000622615,0.000622615,0.000622615
59,1442.08,0.41058,0.87031,0.97398,0.7012,0.93324,0.9325,0.87127,0.40549,1.70547,1.05839,0.000608468,0.000608468,0.000608468
60,1465.85,0.43476,0.89986,0.95385,0.70689,0.93526,0.9325,0.83486,0.42865,1.54963,1.08061,0.000594321,0.000594321,0.000594321
61,1489.77,0.4994,0.97175,1.02409,0.81318,0.81672,0.9325,0.84525,0.44093,1.48411,1.08172,0.000580174,0.000580174,0.000580174
62,1513.64,0.44352,0.92545,0.95478,0.74258,0.9711,0.9325,0.83486,0.42755,1.61974,1.05997,0.000566027,0.000566027,0.000566027
63,1537.43,0.42313,0.83898,0.95239,0.74175,0.96642,0.9325,0.86404,0.4101,1.68336,1.03778,0.00055188,0.00055188,0.00055188
64,1561.44,0.48269,0.83552,0.96621,0.72761,0.95287,0.94143,0.90644,0.39498,1.53319,1.00784,0.000537733,0.000537733,0.000537733
65,1585.21,0.45128,0.83255,0.96581,0.73108,0.97056,0.94143,0.89683,0.35422,1.41693,0.97599,0.000523586,0.000523586,0.000523586
66,1609.14,0.43045,0.83338,0.95788,0.77297,0.92893,0.94143,0.88434,0.34807,1.36449,0.96545,0.000509438,0.000509438,0.000509438
67,1632.99,0.48883,0.80193,0.97702,0.73153,0.97764,0.94143,0.89683,0.34201,1.43399,0.96591,0.000495291,0.000495291,0.000495291
68,1656.88,0.42167,0.83857,0.93681,0.73907,0.96499,0.9325,0.89193,0.33471,1.55529,0.97002,0.000481144,0.000481144,0.000481144
69,1681.22,0.45693,0.85241,0.95382,0.74052,0.93739,0.90125,0.86381,0.33356,1.65179,0.97158,0.000466997,0.000466997,0.000466997
70,1706.15,0.37118,0.79539,0.92136,0.73687,0.93612,0.9325,0.90182,0.33395,1.62427,0.97259,0.00045285,0.00045285,0.00045285
71,1729.78,0.45341,0.80084,0.97335,0.73448,0.93072,0.90125,0.86381,0.33465,1.65104,0.97202,0.000438703,0.000438703,0.000438703
72,1753.54,0.4335,0.77145,0.94825,0.73341,0.91614,0.90125,0.86381,0.34335,1.68665,0.96703,0.000424556,0.000424556,0.000424556
73,1777.12,0.44648,0.80061,0.95653,0.7362,0.89717,0.90125,0.86381,0.34991,1.74984,0.96273,0.000410409,0.000410409,0.000410409
74,1800.75,0.40593,0.70812,0.91905,0.73494,0.90216,0.90125,0.8638,0.34675,1.70486,0.95945,0.000396262,0.000396262,0.000396262
75,1824.43,0.45841,0.81678,0.95896,0.73316,0.91654,0.90125,0.87628,0.33319,1.61483,0.95477,0.000382115,0.000382115,0.000382115
76,1848.18,0.40924,0.77654,0.95069,0.72366,0.89654,0.90125,0.89034,0.33111,1.49332,0.95913,0.000367967,0.000367967,0.000367967
77,1872.37,0.46612,0.77452,0.97341,0.72133,0.89045,0.9325,0.91846,0.33718,1.41371,0.9681,0.00035382,0.00035382,0.00035382
78,1896.11,0.40899,0.80565,0.94825,0.73126,0.92658,0.9325,0.91846,0.33311,1.37212,0.96792,0.000339673,0.000339673,0.000339673
79,1919.66,0.40421,0.77934,0.93434,0.73468,0.93678,0.9325,0.89828,0.33412,1.46254,0.96151,0.000325526,0.000325526,0.000325526
80,1943.27,0.39776,0.7581,0.94175,0.74101,0.9481,0.9325,0.88376,0.33644,1.74184,0.95667,0.000311379,0.000311379,0.000311379
81,1967.32,0.35385,0.67321,0.92938,0.73146,0.92174,0.94143,0.89224,0.33598,1.83585,0.9518,0.000297232,0.000297232,0.000297232
82,1990.96,0.42241,0.71259,0.93833,0.73467,0.93549,0.94143,0.91052,0.33739,1.7836,0.95234,0.000283085,0.000283085,0.000283085
83,2014.98,0.39207,0.75178,0.91926,0.73651,0.94696,0.9325,0.90181,0.34457,1.74819,0.95711,0.000268938,0.000268938,0.000268938
84,2038.68,0.40169,0.67322,0.93752,0.74926,0.94946,0.9325,0.89305,0.35318,1.67964,0.96484,0.000254791,0.000254791,0.000254791
85,2062.38,0.38361,0.77387,0.93605,0.73284,0.91041,0.9325,0.89305,0.35779,1.57869,0.97457,0.000240644,0.000240644,0.000240644
86,2086.11,0.38797,0.73716,0.94235,0.72301,0.8864,0.9325,0.89192,0.35557,1.48571,0.98068,0.000226497,0.000226497,0.000226497
87,2109.94,0.40005,0.69883,0.93252,0.71505,0.85976,0.9325,0.89192,0.35326,1.41623,0.98452,0.000212349,0.000212349,0.000212349
88,2133.98,0.40721,0.71169,0.95385,0.75837,0.85153,0.9325,0.89192,0.3479,1.38334,0.98351,0.000198202,0.000198202,0.000198202
89,2158.01,0.41371,0.70957,0.94055,0.80153,0.83335,0.9325,0.89193,0.33848,1.35737,0.97995,0.000184055,0.000184055,0.000184055
90,2181.87,0.37199,0.62089,0.93655,0.80465,0.84907,0.9325,0.89193,0.33375,1.31455,0.9785,0.000169908,0.000169908,0.000169908
91,2205.6,0.27297,0.66738,0.86577,0.80497,0.85559,0.9325,0.89193,0.32178,1.29645,0.97408,0.000155761,0.000155761,0.000155761
92,2229.21,0.26601,0.62991,0.87713,0.80498,0.8558,0.9325,0.89193,0.31453,1.28024,0.96918,0.000141614,0.000141614,0.000141614
93,2253.06,0.28644,0.76413,0.85432,0.80485,0.85791,0.9325,0.89193,0.30988,1.28561,0.96351,0.000127467,0.000127467,0.000127467
94,2277.37,0.28254,0.69639,0.85333,0.80447,0.85546,0.9325,0.91846,0.30634,1.31748,0.95668,0.00011332,0.00011332,0.00011332
95,2302.06,0.27785,0.65182,0.86108,0.80438,0.85265,0.9325,0.91846,0.30566,1.34583,0.95382,9.91726e-05,9.91726e-05,9.91726e-05
96,2325.74,0.26097,0.66136,0.85035,0.80638,0.86549,0.9325,0.91846,0.30351,1.33252,0.95251,8.50255e-05,8.50255e-05,8.50255e-05
97,2349.43,0.26452,0.62858,0.85126,0.80839,0.86618,0.9325,0.91846,0.305,1.32901,0.95228,7.08784e-05,7.08784e-05,7.08784e-05
98,2372.86,0.26332,0.70293,0.86833,0.80588,0.86617,0.9325,0.91846,0.30661,1.32293,0.95375,5.67313e-05,5.67313e-05,5.67313e-05
99,2396.56,0.27267,0.67756,0.85219,0.80489,0.8601,0.9325,0.91846,0.30889,1.31603,0.955,4.25842e-05,4.25842e-05,4.25842e-05
100,2420.24,0.27329,0.63952,0.85741,0.80485,0.85958,0.9325,0.9044,0.3094,1.31243,0.95566,2.84371e-05,2.84371e-05,2.84371e-05
